date,state,cases,deaths
2020-04-11,California,22421,632
2020-04-11,Colorado,6893,274
2020-04-11,Connecticut,11510,494
2020-04-11,Delaware,1479,33
2020-04-11,District of Columbia,1778,47
2020-04-11,Florida,18978,445
2020-04-11,Georgia,12261,432
2020-04-11,Guam,681,5
2020-04-11,Hawaii,484,8
2020-04-11,Idaho,1438,27
2020-04-11,Illinois,19180,682
2020-04-11,Indiana,7494,389
2020-04-11,Iowa,1510,34
2020-04-11,Kansas,1282,55
2020-04-11,Kentucky,1851,94
2020-04-11,Louisiana,20014,806
2020-04-11,Maine,616,19
2020-04-11,Maryland,7694,207
2020-04-11,Massachusetts,22860,686
2020-04-11,Michigan,23855,1395
2020-04-11,Minnesota,1427,64
2020-04-11,Mississippi,2642,93
2020-04-11,Missouri,4024,116
2020-04-11,Montana,377,6
2020-04-11,Nebraska,718,18
2020-04-11,Nevada,2720,111
2020-04-11,New Hampshire,929,23
2020-04-11,New Jersey,58151,2183
2020-04-11,New Mexico,1174,20
2020-04-11,New York,182990,11159
2020-04-11,North Carolina,4310,86
2020-04-11,North Dakota,293,7
2020-04-11,Northern Mariana Islands,11,2
2020-04-11,Ohio,6251,247
2020-04-11,Oklahoma,1868,93
2020-04-11,Oregon,1447,51
2020-04-11,Pennsylvania,21774,515
2020-04-11,Puerto Rico,788,42
2020-04-11,Rhode Island,2349,56
2020-04-11,South Carolina,3207,80
2020-04-11,South Dakota,626,6
2020-04-11,Tennessee,4983,107
2020-04-11,Texas,13208,265
2020-04-11,Utah,2208,18
2020-04-11,Vermont,711,24
2020-04-11,Virgin Islands,51,1
2020-04-11,Virginia,5076,130
2020-04-11,Washington,10227,498
2020-04-11,West Virginia,593,6
2020-04-11,Wisconsin,3213,141
2020-04-11,Wyoming,343,0
2020-04-12,Alabama,3583,93
2020-04-12,Alaska,270,6
2020-04-12,Arizona,3539,117
2020-04-12,Arkansas,1280,27
2020-04-12,California,23323,676
2020-04-12,Colorado,7303,290
2020-04-12,Connecticut,12035,554
2020-04-12,Delaware,1625,35
2020-04-12,District of Columbia,1875,50
2020-04-12,Florida,19855,460
2020-04-12,Georgia,12103,438
2020-04-12,Guam,716,5
2020-04-12,Hawaii,497,9
2020-04-12,Idaho,1457,27
2020-04-12,Illinois,20852,727
2020-04-12,Indiana,7990,405
2020-04-12,Iowa,1587,41
2020-04-12,Kansas,1337,56
2020-04-12,Kentucky,1963,98
2020-04-12,Louisiana,20595,840
2020-04-12,Maine,633,19
2020-04-12,Maryland,8225,236
2020-04-12,Massachusetts,25475,756
2020-04-12,Michigan,24496,1488
2020-04-12,Minnesota,1621,70
2020-04-12,Mississippi,2781,96
2020-04-12,Missouri,4160,116
2020-04-12,Montana,387,6
2020-04-12,Nebraska,805,18
2020-04-12,Nevada,2860,113
2020-04-12,New Hampshire,985,23
2020-04-12,New Jersey,61850,2350
2020-04-12,New Mexico,1245,26
2020-04-12,New York,191425,12116
2020-04-12,North Carolina,4520,86
2020-04-12,North Dakota,308,8
2020-04-12,Northern Mariana Islands,11,2
2020-04-12,Ohio,6605,253
2020-04-12,Oklahoma,1970,96
2020-04-12,Oregon,1527,52
2020-04-12,Pennsylvania,22955,525
2020-04-12,Puerto Rico,897,44
2020-04-12,Rhode Island,2665,63
2020-04-12,South Carolina,3319,82
2020-04-12,South Dakota,729,6
2020-04-12,Tennessee,5144,107
2020-04-12,Texas,13776,288
2020-04-12,Utah,2305,18
2020-04-12,Vermont,727,26
2020-04-12,Virgin Islands,51,1
2020-04-12,Virginia,5273,141
2020-04-12,Washington,10414,511
2020-04-12,West Virginia,615,8
2020-04-12,Wisconsin,3341,145
2020-04-12,Wyoming,364,0
2020-04-13,Alabama,3805,104
2020-04-13,Alaska,275,6
2020-04-13,Arizona,3702,122
2020-04-13,Arkansas,1475,30
2020-04-13,California,24334,725
2020-04-13,Colorado,7691,308
2020-04-13,Connecticut,13381,602
2020-04-13,Delaware,1761,41
2020-04-13,District of Columbia,1955,52
2020-04-13,Florida,21011,498
2020-04-13,Georgia,13125,479
2020-04-13,Guam,719,6
2020-04-13,Hawaii,502,9
2020-04-13,Idaho,1499,33
2020-04-13,Illinois,22025,800
2020-04-13,Indiana,8300,414
2020-04-13,Iowa,1710,44
2020-04-13,Kansas,1384,63
2020-04-13,Kentucky,2048,106
2020-04-13,Louisiana,21016,884
2020-04-13,Maine,698,19
2020-04-13,Maryland,8936,262
2020-04-13,Massachusetts,26867,844
2020-04-13,Michigan,25490,1603
2020-04-13,Minnesota,1650,70
2020-04-13,Mississippi,2942,98
2020-04-13,Missouri,4388,136
2020-04-13,Montana,394,7
2020-04-13,Nebraska,870,19
2020-04-13,Nevada,3036,114
2020-04-13,New Hampshire,1020,23
2020-04-13,New Jersey,64584,2443
2020-04-13,New Mexico,1345,31
2020-04-13,New York,197973,12998
2020-04-13,North Carolina,4788,91
2020-04-13,North Dakota,331,9
2020-04-13,Northern Mariana Islands,11,2
2020-04-13,Ohio,6975,274
2020-04-13,Oklahoma,2069,98
2020-04-13,Oregon,1584,53
2020-04-13,Pennsylvania,24295,563
2020-04-13,Puerto Rico,903,45
2020-04-13,Rhode Island,2976,73
2020-04-13,South Carolina,3439,87
2020-04-13,South Dakota,867,6
2020-04-13,Tennessee,5483,114
2020-04-13,Texas,14487,320
2020-04-13,Utah,2368,18
2020-04-13,Vermont,748,27
2020-04-13,Virgin Islands,51,1
2020-04-13,Virginia,5746,149
2020-04-13,Washington,10547,525
2020-04-13,West Virginia,638,9
2020-04-13,Wisconsin,3428,155
2020-04-13,Wyoming,373,1
2020-04-14,Alabama,3953,114
2020-04-14,Alaska,283,7
2020-04-14,Arizona,3806,131
2020-04-14,Arkansas,1498,32
2020-04-14,California,25758,778
2020-04-14,Colorado,7941,329
2020-04-14,Connecticut,13989,671
2020-04-14,Delaware,1926,43
2020-04-14,District of Columbia,2058,67
2020-04-14,Florida,21620,570
2020-04-14,Georgia,13913,517
2020-04-14,Guam,721,6
2020-04-14,Hawaii,511,9
2020-04-14,Idaho,1538,39
2020-04-14,Illinois,23247,878
2020-04-14,Indiana,8598,458
2020-04-14,Iowa,1899,44
2020-04-14,Kansas,1440,69
2020-04-14,Kentucky,2210,115
2020-04-14,Louisiana,21518,1013
2020-04-14,Maine,734,20
2020-04-14,Maryland,9472,302
2020-04-14,Massachusetts,28163,957
2020-04-14,Michigan,26845,1767
2020-04-14,Minnesota,1695,79
2020-04-14,Mississippi,3087,111
2020-04-14,Missouri,4686,151
2020-04-14,Montana,399,7
2020-04-14,Nebraska,930,21
2020-04-14,Nevada,3137,130
2020-04-14,New Hampshire,1091,27
2020-04-14,New Jersey,68824,2805
2020-04-14,New Mexico,1407,36
2020-04-14,New York,205375,14001
2020-04-14,North Carolina,4992,116
2020-04-14,North Dakota,341,9
2020-04-14,Northern Mariana Islands,13,2
2020-04-14,Ohio,7280,324
2020-04-14,Oklahoma,2184,109
2020-04-14,Oregon,1633,55
2020-04-14,Pennsylvania,25591,746
2020-04-14,Puerto Rico,923,45
2020-04-14,Rhode Island,3251,80
2020-04-14,South Carolina,3553,97
2020-04-14,South Dakota,987,6
2020-04-14,Tennessee,5654,123
2020-04-14,Texas,15303,365
2020-04-14,Utah,2420,19
2020-04-14,Vermont,752,28
2020-04-14,Virgin Islands,51,1
2020-04-14,Virginia,6173,154
2020-04-14,Washington,10711,552
2020-04-14,West Virginia,697,10
2020-04-14,Wisconsin,3555,172
2020-04-14,Wyoming,373,1
2020-04-15,Alabama,4241,123
2020-04-15,Alaska,291,7
2020-04-15,Arizona,3962,142
2020-04-15,Arkansas,1599,34
2020-04-15,California,27107,885
2020-04-15,Colorado,8280,355
2020-04-15,Connecticut,14755,868
2020-04-15,Delaware,2014,46
2020-04-15,District of Columbia,2197,72
2020-04-15,Florida,22526,613
2020-04-15,Georgia,14583,569
2020-04-15,Guam,750,6
2020-04-15,Hawaii,524,9
2020-04-15,Idaho,1587,41
2020-04-15,Illinois,24593,958
2020-04-15,Indiana,9030,511
2020-04-15,Iowa,1995,53
2020-04-15,Kansas,1503,76
2020-04-15,Kentucky,2295,124
2020-04-15,Louisiana,21951,1103
2020-04-15,Maine,770,24
2020-04-15,Maryland,10096,413
2020-04-15,Massachusetts,29918,1108
2020-04-15,Michigan,27894,1920
2020-04-15,Minnesota,1809,87
2020-04-15,Mississippi,3360,122
2020-04-15,Missouri,4895,164
2020-04-15,Montana,404,7
2020-04-15,Nebraska,994,22
2020-04-15,Nevada,3212,137
2020-04-15,New Hampshire,1139,32
2020-04-15,New Jersey,71030,3156
2020-04-15,New Mexico,1484,36
2020-04-15,New York,217130,14937
2020-04-15,North Carolina,5123,128
2020-04-15,North Dakota,365,9
2020-04-15,Northern Mariana Islands,13,2
2020-04-15,Ohio,7791,361
2020-04-15,Oklahoma,2263,123
2020-04-15,Oregon,1663,58
2020-04-15,Pennsylvania,26804,833
2020-04-15,Puerto Rico,974,51
2020-04-15,Rhode Island,3529,87
2020-04-15,South Carolina,3656,107
2020-04-15,South Dakota,1168,6
2020-04-15,Tennessee,5864,135
2020-04-15,Texas,16106,395
2020-04-15,Utah,2549,20
2020-04-15,Vermont,759,29
2020-04-15,Virgin Islands,51,1
2020-04-15,Virginia,6502,195
2020-04-15,Washington,10806,572
2020-04-15,West Virginia,725,12
2020-04-15,Wisconsin,3721,184
2020-04-15,Wyoming,392,2
2020-04-16,Alabama,4404,137
2020-04-16,Alaska,298,7
2020-04-16,Arizona,4234,152
2020-04-16,Arkansas,1620,37
2020-04-16,California,28142,971
2020-04-16,Colorado,8675,374
2020-04-16,Connecticut,15884,971
2020-04-16,Delaware,2075,52
2020-04-16,District of Columbia,2350,81
2020-04-16,Florida,23332,667
2020-04-16,Georgia,15644,611
2020-04-16,Guam,790,6
2020-04-16,Hawaii,535,9
2020-04-16,Idaho,1609,41
2020-04-16,Illinois,25734,1081
2020-04-16,Indiana,9619,554
2020-04-16,Iowa,2141,60
2020-04-16,Kansas,1595,80
2020-04-16,Kentucky,2429,131
2020-04-16,Louisiana,22532,1156
2020-04-16,Maine,796,27
2020-04-16,Maryland,10851,459
2020-04-16,Massachusetts,32181,1245
2020-04-16,Michigan,29120,2092
2020-04-16,Minnesota,1912,94
2020-04-16,Mississippi,3624,129
2020-04-16,Missouri,5111,170
2020-04-16,Montana,415,7
2020-04-16,Nebraska,1094,24
2020-04-16,Nevada,3321,142
2020-04-16,New Hampshire,1211,34
2020-04-16,New Jersey,75317,3518
2020-04-16,New Mexico,1597,44
2020-04-16,New York,225761,15669
2020-04-16,North Carolina,5463,140
2020-04-16,North Dakota,393,9
2020-04-16,Northern Mariana Islands,13,2
2020-04-16,Ohio,8414,389
2020-04-16,Oklahoma,2357,131
2020-04-16,Oregon,1736,64
2020-04-16,Pennsylvania,28314,940
2020-04-16,Puerto Rico,1043,56
2020-04-16,Rhode Island,3838,105
2020-04-16,South Carolina,3931,109
2020-04-16,South Dakota,1311,7
2020-04-16,Tennessee,6077,142
2020-04-16,Texas,16928,428
2020-04-16,Utah,2687,21
2020-04-16,Vermont,768,34
2020-04-16,Virgin Islands,51,2
2020-04-16,Virginia,6891,208
2020-04-16,Washington,11180,588
2020-04-16,West Virginia,739,13
2020-04-16,Wisconsin,3875,197
2020-04-16,Wyoming,393,2
2020-04-17,Alabama,4572,151
2020-04-17,Alaska,307,7
2020-04-17,Arizona,4507,174
2020-04-17,Arkansas,1695,37
2020-04-17,California,29398,1050
2020-04-17,Colorado,9047,389
2020-04-17,Connecticut,16809,1036
2020-04-17,Delaware,2323,61
2020-04-17,District of Columbia,2476,86
2020-04-17,Florida,24745,725
2020-04-17,Georgia,16658,661
2020-04-17,Guam,796,6
2020-04-17,Hawaii,547,9
2020-04-17,Idaho,1655,43
2020-04-17,Illinois,27575,1142
2020-04-17,Indiana,10235,599
2020-04-17,Iowa,2332,64
2020-04-17,Kansas,1732,84
2020-04-17,Kentucky,2522,140
2020-04-17,Louisiana,23118,1213
2020-04-17,Maine,827,29
2020-04-17,Maryland,11641,494
2020-04-17,Massachusetts,34402,1404
2020-04-17,Michigan,29954,2227
2020-04-17,Minnesota,2071,111
2020-04-17,Mississippi,3793,140
2020-04-17,Missouri,5283,184
2020-04-17,Montana,422,8
2020-04-17,Nebraska,1216,24
2020-04-17,Nevada,3524,151
2020-04-17,New Hampshire,1287,37
2020-04-17,New Jersey,78467,3840
2020-04-17,New Mexico,1711,51
2020-04-17,New York,233293,16473
2020-04-17,North Carolina,5859,159
2020-04-17,North Dakota,439,9
2020-04-17,Northern Mariana Islands,14,2
2020-04-17,Ohio,9107,418
2020-04-17,Oklahoma,2465,136
2020-04-17,Oregon,1785,70
2020-04-17,Pennsylvania,30121,1027
2020-04-17,Puerto Rico,1068,58
2020-04-17,Rhode Island,4177,118
2020-04-17,South Carolina,4086,116
2020-04-17,South Dakota,1411,7
2020-04-17,Tennessee,6423,146
2020-04-17,Texas,18131,461
2020-04-17,Utah,2813,23
2020-04-17,Vermont,779,34
2020-04-17,Virgin Islands,53,3
2020-04-17,Virginia,7492,238
2020-04-17,Washington,11479,610
2020-04-17,West Virginia,776,16
2020-04-17,Wisconsin,4045,205
2020-04-17,Wyoming,401,2
2020-04-18,Alabama,4723,147
2020-04-18,Alaska,312,7
2020-04-18,Arizona,4719,181
2020-04-18,Arkansas,1777,38
2020-04-18,California,30829,1146
2020-04-18,Colorado,9433,409
2020-04-18,Connecticut,17550,1086
2020-04-18,Delaware,2538,67
2020-04-18,District of Columbia,2666,91
2020-04-18,Florida,25484,747
2020-04-18,Georgia,17014,670
2020-04-18,Guam,805,6
2020-04-18,Hawaii,568,9
2020-04-18,Idaho,1668,44
2020-04-18,Illinois,29160,1272
2020-04-18,Indiana,10730,633
2020-04-18,Iowa,2513,74
2020-04-18,Kansas,1820,86
2020-04-18,Kentucky,2707,145
2020-04-18,Louisiana,23580,1267
2020-04-18,Maine,847,32
2020-04-18,Maryland,12379,534
2020-04-18,Massachusetts,36372,1560
2020-04-18,Michigan,30718,2307
2020-04-18,Minnesota,2213,121
2020-04-18,Mississippi,3974,152
2020-04-18,Missouri,5517,194
2020-04-18,Montana,426,10
2020-04-18,Nebraska,1348,28
2020-04-18,Nevada,3626,155
2020-04-18,New Hampshire,1342,38
2020-04-18,New Jersey,81420,4070
2020-04-18,New Mexico,1798,53
2020-04-18,New York,240542,17141
2020-04-18,North Carolina,6140,175
2020-04-18,North Dakota,528,9
2020-04-18,Northern Mariana Islands,14,2
2020-04-18,Ohio,10222,451
2020-04-18,Oklahoma,2570,139
2020-04-18,Oregon,1844,72
2020-04-18,Pennsylvania,31742,1150
2020-04-18,Puerto Rico,1118,60
2020-04-18,Rhode Island,4491,137
2020-04-18,South Carolina,4246,119
2020-04-18,South Dakota,1541,7
2020-04-18,Tennessee,6624,148
2020-04-18,Texas,18927,487
2020-04-18,Utah,2942,25
2020-04-18,Vermont,803,36
2020-04-18,Virgin Islands,53,3
2020-04-18,Virginia,8053,258
2020-04-18,Washington,11850,629
2020-04-18,West Virginia,825,18
2020-04-18,Wisconsin,4199,212
2020-04-18,Wyoming,412,2
2020-04-19,Alabama,4903,160
2020-04-19,Alaska,317,7
2020-04-19,Arizona,4929,188
2020-04-19,Arkansas,1781,39
2020-04-19,California,31544,1176
2020-04-19,Colorado,9730,421
2020-04-19,Connecticut,17962,1127
2020-04-19,Delaware,2538,67
2020-04-19,District of Columbia,2793,96
2020-04-19,Florida,26306,773
2020-04-19,Georgia,17619,682
2020-04-19,Guam,808,6
2020-04-19,Hawaii,574,10
2020-04-19,Idaho,1672,45
2020-04-19,Illinois,30357,1302
2020-04-19,Indiana,11301,652
2020-04-19,Iowa,2915,75
2020-04-19,Kansas,1897,94
2020-04-19,Kentucky,2960,149
2020-04-19,Louisiana,23928,1296
2020-04-19,Maine,867,34
2020-04-19,Maryland,12892,548
2020-04-19,Massachusetts,38077,1706
2020-04-19,Michigan,31349,2389
2020-04-19,Minnesota,2356,134
2020-04-19,Mississippi,4274,159
2020-04-19,Missouri,5667,196
2020-04-19,Montana,433,10
2020-04-19,Nebraska,1473,28
2020-04-19,Nevada,3710,158
2020-04-19,New Hampshire,1392,41
2020-04-19,New Jersey,85301,4202
2020-04-19,New Mexico,1845,55
2020-04-19,New York,246741,17793
2020-04-19,North Carolina,6493,183
2020-04-19,North Dakota,585,10
2020-04-19,Northern Mariana Islands,14,2
2020-04-19,Ohio,11602,471
2020-04-19,Oklahoma,2599,140
2020-04-19,Oregon,1910,74
2020-04-19,Pennsylvania,32992,1285
2020-04-19,Puerto Rico,1213,41
2020-04-19,Rhode Island,4706,150
2020-04-19,South Carolina,4377,120
2020-04-19,South Dakota,1635,7
2020-04-19,Tennessee,6824,151
2020-04-19,Texas,19441,503
2020-04-19,Utah,3071,27
2020-04-19,Vermont,812,36
2020-04-19,Virgin Islands,53,3
2020-04-19,Virginia,8536,277
2020-04-19,Washington,11864,637
2020-04-19,West Virginia,890,20
2020-04-19,Wisconsin,4346,222
2020-04-19,Wyoming,422,2
2020-04-20,Alabama,5078,164
2020-04-20,Alaska,319,7
2020-04-20,Arizona,5064,191
2020-04-20,Arkansas,1971,42
2020-04-20,California,33862,1223
2020-04-20,Colorado,10106,448
2020-04-20,Connecticut,19815,1331
2020-04-20,Delaware,2745,72
2020-04-20,District of Columbia,2927,105
2020-04-20,Florida,27050,822
2020-04-20,Georgia,18447,767
2020-04-20,Guam,811,6
2020-04-20,Hawaii,578,10
2020-04-20,Idaho,1736,48
2020-04-20,Illinois,31508,1359
2020-04-20,Indiana,11784,666
2020-04-20,Iowa,3175,79
2020-04-20,Kansas,2030,101
2020-04-20,Kentucky,3050,155
2020-04-20,Louisiana,24523,1328
2020-04-20,Maine,875,35
2020-04-20,Maryland,13750,582
2020-04-20,Massachusetts,39643,1809
2020-04-20,Michigan,31929,2466
2020-04-20,Minnesota,2470,143
2020-04-20,Mississippi,4512,169
2020-04-20,Missouri,5807,201
2020-04-20,Montana,433,12
2020-04-20,Nebraska,1646,33
2020-04-20,Nevada,3830,163
2020-04-20,New Hampshire,1447,42
2020-04-20,New Jersey,88806,4377
2020-04-20,New Mexico,1971,58
2020-04-20,New York,251608,18412
2020-04-20,North Carolina,6764,187
2020-04-20,North Dakota,627,13
2020-04-20,Northern Mariana Islands,14,2
2020-04-20,Ohio,12919,509
2020-04-20,Oklahoma,2680,143
2020-04-20,Oregon,1956,75
2020-04-20,Pennsylvania,34005,1366
2020-04-20,Puerto Rico,1252,42
2020-04-20,Rhode Island,5090,155
2020-04-20,South Carolina,4439,124
2020-04-20,South Dakota,1685,7
2020-04-20,Tennessee,6994,156
2020-04-20,Texas,20035,523
2020-04-20,Utah,3213,28
2020-04-20,Vermont,816,37
2020-04-20,Virgin Islands,54,3
2020-04-20,Virginia,8989,300
2020-04-20,Washington,12255,661
2020-04-20,West Virginia,908,26
2020-04-20,Wisconsin,4564,231
2020-04-20,Wyoming,426,2
2020-04-21,Alabama,5327,186
2020-04-21,Alaska,327,7
2020-04-21,Arizona,5251,213
2020-04-21,Arkansas,2262,43
2020-04-21,California,35844,1316
2020-04-21,Colorado,10447,484
2020-04-21,Connecticut,20360,1423
2020-04-21,Delaware,2931,82
2020-04-21,District of Columbia,3098,112
2020-04-21,Florida,27861,866
2020-04-21,Georgia,19189,810
2020-04-21,Guam,852,6
2020-04-21,Hawaii,580,12
2020-04-21,Idaho,1766,51
2020-04-21,Illinois,33059,1479
2020-04-21,Indiana,12214,731
2020-04-21,Iowa,3641,83
2020-04-21,Kansas,2114,107
2020-04-21,Kentucky,3193,172
2020-04-21,Louisiana,24854,1405
2020-04-21,Maine,888,36
2020-04-21,Maryland,14261,652
2020-04-21,Massachusetts,41199,1961
2020-04-21,Michigan,32936,2698
2020-04-21,Minnesota,2567,160
2020-04-21,Mississippi,4716,183
2020-04-21,Missouri,5941,221
2020-04-21,Montana,437,12
2020-04-21,Nebraska,1726,38
2020-04-21,Nevada,3937,163
2020-04-21,New Hampshire,1491,42
2020-04-21,New Jersey,92387,4753
2020-04-21,New Mexico,2072,65
2020-04-21,New York,255932,19040
2020-04-21,North Carolina,6951,217
2020-04-21,North Dakota,644,13
2020-04-21,Northern Mariana Islands,14,2
2020-04-21,Ohio,13725,557
2020-04-21,Oklahoma,2807,164
2020-04-21,Oregon,2002,78
2020-04-21,Pennsylvania,35384,1620
2020-04-21,Puerto Rico,915,43
2020-04-21,Rhode Island,5500,171
2020-04-21,South Carolina,4608,135
2020-04-21,South Dakota,1755,8
2020-04-21,Tennessee,7317,159
2020-04-21,Texas,20949,552
2020-04-21,Utah,3301,32
2020-04-21,Vermont,818,39
2020-04-21,Virgin Islands,54,3
2020-04-21,Virginia,9629,325
2020-04-21,Washington,12410,683
2020-04-21,West Virginia,929,26
2020-04-21,Wisconsin,4691,243
2020-04-21,Wyoming,442,6
2020-04-22,Alabama,5610,201
2020-04-22,Alaska,333,7
2020-04-22,Arizona,5459,236
2020-04-22,Arkansas,2392,44
2020-04-22,California,37573,1425
2020-04-22,Colorado,10878,526
2020-04-22,Connecticut,22469,1544
2020-04-22,Delaware,3200,89
2020-04-22,District of Columbia,3206,127
2020-04-22,Florida,28301,926
2020-04-22,Georgia,20099,837
2020-04-22,Guam,911,6
2020-04-22,Hawaii,586,12
2020-04-22,Idaho,1802,54
2020-04-22,Illinois,35108,1577
2020-04-22,Indiana,12575,764
2020-04-22,Iowa,3764,90
2020-04-22,Kansas,2291,111
2020-04-22,Kentucky,3373,185
2020-04-22,Louisiana,25317,1532
2020-04-22,Maine,907,39
2020-04-22,Maryland,14842,698
2020-04-22,Massachusetts,42944,2182
2020-04-22,Michigan,33973,2813
2020-04-22,Minnesota,2721,179
2020-04-22,Mississippi,4894,193
2020-04-22,Missouri,6137,236
2020-04-22,Montana,439,14
2020-04-22,Nebraska,1826,42
2020-04-22,Nevada,4081,187
2020-04-22,New Hampshire,1588,48
2020-04-22,New Jersey,95865,5063
2020-04-22,New Mexico,2210,71
2020-04-22,New York,261591,19647
2020-04-22,North Carolina,7220,242
2020-04-22,North Dakota,679,14
2020-04-22,Northern Mariana Islands,14,2
2020-04-22,Ohio,14117,610
2020-04-22,Oklahoma,2894,169
2020-04-22,Oregon,2059,78
2020-04-22,Pennsylvania,36763,1720
2020-04-22,Puerto Rico,915,46
2020-04-22,Rhode Island,5841,181
2020-04-22,South Carolina,4761,140
2020-04-22,South Dakota,1858,9
2020-04-22,Tennessee,7681,169
2020-04-22,Texas,21769,571
2020-04-22,Utah,3451,34
2020-04-22,Vermont,823,39
2020-04-22,Virgin Islands,54,3
2020-04-22,Virginia,10265,349
2020-04-22,Washington,12606,696
2020-04-22,West Virginia,939,29
2020-04-22,Wisconsin,4915,247
2020-04-22,Wyoming,447,6
2020-04-23,Alabama,5832,197
2020-04-23,Alaska,335,7
2020-04-23,Arizona,5769,257
2020-04-23,Arkansas,2599,45
2020-04-23,California,39534,1548
2020-04-23,Colorado,11262,557
2020-04-23,Connecticut,23100,1639
2020-04-23,Delaware,3308,92
2020-04-23,District of Columbia,3361,139
2020-04-23,Florida,29640,986
2020-04-23,Georgia,20905,871
2020-04-23,Guam,979,6
2020-04-23,Hawaii,590,12
2020-04-23,Idaho,1836,54
2020-04-23,Illinois,36935,1696
2020-04-23,Indiana,13196,811
2020-04-23,Iowa,3939,96
2020-04-23,Kansas,2626,112
2020-04-23,Kentucky,3548,194
2020-04-23,Louisiana,25798,1599
2020-04-23,Maine,937,44
2020-04-23,Maryland,15805,748
2020-04-23,Massachusetts,46023,2360
2020-04-23,Michigan,35253,2977
2020-04-23,Minnesota,2942,200
2020-04-23,Mississippi,5153,201
2020-04-23,Missouri,6321,248
2020-04-23,Montana,442,14
2020-04-23,Nebraska,2190,46
2020-04-23,Nevada,4208,195
2020-04-23,New Hampshire,1670,51
2020-04-23,New Jersey,99989,5368
2020-04-23,New Mexico,2379,78
2020-04-23,New York,267932,20212
2020-04-23,North Carolina,7608,253
2020-04-23,North Dakota,709,15
2020-04-23,Northern Mariana Islands,14,2
2020-04-23,Ohio,14694,656
2020-04-23,Oklahoma,3017,179
2020-04-23,Oregon,2127,83
2020-04-23,Pennsylvania,38334,1723
2020-04-23,Puerto Rico,1230,69
2020-04-23,Rhode Island,6256,189
2020-04-23,South Carolina,4917,150
2020-04-23,South Dakota,1956,9
2020-04-23,Tennessee,8169,172
2020-04-23,Texas,22706,601
2020-04-23,Utah,3621,35
2020-04-23,Vermont,825,42
2020-04-23,Virgin Islands,54,3
2020-04-23,Virginia,10999,375
2020-04-23,Washington,12981,717
2020-04-23,West Virginia,981,31
2020-04-23,Wisconsin,5125,257
2020-04-23,Wyoming,453,7
2020-04-24,Alabama,6026,209
2020-04-24,Alaska,337,7
2020-04-24,Arizona,6045,268
2020-04-24,Arkansas,2810,47
2020-04-24,California,41368,1619
2020-04-24,Colorado,12255,672
2020-04-24,Connecticut,23921,1764
2020-04-24,Delaware,3442,100
2020-04-24,District of Columbia,3528,153
2020-04-24,Florida,30525,1045
2020-04-24,Georgia,21575,889
2020-04-24,Guam,997,6
2020-04-24,Hawaii,595,13
2020-04-24,Idaho,1870,54
2020-04-24,Illinois,39658,1804
2020-04-24,Indiana,13848,851
2020-04-24,Iowa,4459,107
2020-04-24,Kansas,2842,117
2020-04-24,Kentucky,3779,203
2020-04-24,Louisiana,26199,1660
2020-04-24,Maine,965,47
2020-04-24,Maryland,16693,798
2020-04-24,Massachusetts,50969,2556
2020-04-24,Michigan,36628,3084
2020-04-24,Minnesota,3185,221
2020-04-24,Mississippi,5434,209
2020-04-24,Missouri,6625,267
2020-04-24,Montana,444,14
2020-04-24,Nebraska,2474,50
2020-04-24,Nevada,4398,203
2020-04-24,New Hampshire,1720,53
2020-04-24,New Jersey,102196,5617
2020-04-24,New Mexico,2524,84
2020-04-24,New York,276218,20759
2020-04-24,North Carolina,8052,270
2020-04-24,North Dakota,748,15
2020-04-24,Northern Mariana Islands,14,2
2020-04-24,Ohio,15169,690
2020-04-24,Oklahoma,3120,188
2020-04-24,Oregon,2177,86
2020-04-24,Pennsylvania,40298,1786
2020-04-24,Puerto Rico,1276,77
2020-04-24,Rhode Island,6699,202
2020-04-24,South Carolina,5070,157
2020-04-24,South Dakota,2040,10
2020-04-24,Tennessee,8618,172
2020-04-24,Texas,23650,625
2020-04-24,Utah,3782,39
2020-04-24,Vermont,827,43
2020-04-24,Virgin Islands,55,3
2020-04-24,Virginia,11595,413
2020-04-24,Washington,13197,731
2020-04-24,West Virginia,1010,32
2020-04-24,Wisconsin,5431,262
2020-04-24,Wyoming,473,7
2020-04-25,Alabama,6213,213
2020-04-25,Alaska,337,7
2020-04-25,Arizona,6280,275
2020-04-25,Arkansas,2909,48
2020-04-25,California,42590,1692
2020-04-25,Colorado,12967,670
2020-04-25,Connecticut,24582,1862
2020-04-25,Delaware,3576,112
2020-04-25,District of Columbia,3699,165
2020-04-25,Florida,30831,1054
2020-04-25,Georgia,22225,897
2020-04-25,Guam,997,6
2020-04-25,Hawaii,597,14
2020-04-25,Idaho,1887,56
2020-04-25,Illinois,41777,1884
2020-04-25,Indiana,14567,897
2020-04-25,Iowa,5109,112
2020-04-25,Kansas,3091,119
2020-04-25,Kentucky,3905,208
2020-04-25,Louisiana,26571,1703
2020-04-25,Maine,990,50
2020-04-25,Maryland,17844,875
2020-04-25,Massachusetts,53348,2730
2020-04-25,Michigan,37302,3273
2020-04-25,Minnesota,3446,244
2020-04-25,Mississippi,5718,221
2020-04-25,Missouri,6826,280
2020-04-25,Montana,445,14
2020-04-25,Nebraska,2898,52
2020-04-25,Nevada,4539,206
2020-04-25,New Hampshire,1793,60
2020-04-25,New Jersey,105523,5863
2020-04-25,New Mexico,2662,93
2020-04-25,New York,286901,21326
